id,value
id_199,3.3199497432300475
id_200,11.85460197084494
id_201,7.8544395178343835
id_202,8.556081341333334
id_203,8.564876860519464
id_204,10.803817741656363
id_205,5.1935908932883486
id_206,14.052342836221827
id_207,4.392043116545543
id_208,17.532229378422137
id_209,1.5919265773489022
id_210,12.92703917892918
id_211,7.458473537525852
id_212,12.858716574867914
id_213,10.961225858881336
id_214,17.000524641071756
id_215,9.299059881863064
id_216,17.706326893267388
id_217,23.8558770645095
id_218,13.73505388953786
id_219,17.927181479033585
id_220,9.946506761114453
id_221,4.150300456213271
id_222,8.084577644155802
id_223,9.558797874735786
id_224,10.67818588479724
id_225,4.471290797928135
id_226,6.98843377910856
id_227,13.024329881057072
id_228,5.2816559231490565
id_229,6.783428631878615
id_230,14.241017254218042
id_231,13.13156434783981
id_232,11.50858824787766
id_233,14.313832520368925
id_234,10.116388240419642
id_235,2.2450042935673746
id_236,3.1172507542187837
id_237,13.647604969955422
id_238,8.597451151370128
id_239,14.88936588943876
id_240,32.3830137582265
id_241,9.342237510227937
id_242,12.26993348427555
id_243,4.0852249889244705
id_244,2.0203482454960624
id_245,15.22739148666115
id_246,17.37826997190428
id_247,18.459737644394785
id_248,15.896476071283177
id_249,29.880953902019748
id_250,18.787000387470677
id_251,12.07353178115849
id_252,7.839866386842044
id_253,18.235761479195254
id_254,11.355469212885508
id_255,19.962099473254227
id_256,17.5138383468268
id_257,17.396222076512608
id_258,6.168488008354697
id_259,14.772408906768646
id_260,11.898372146852235
id_261,9.325953393457384
id_262,15.869563685708288
id_263,8.647347033736812
id_264,14.455886678956684
id_265,19.222502142211578
id_266,13.443975379320067
id_267,13.691015385066137
id_268,24.71448268392716
id_269,10.83123081019008
id_270,6.572106495868089
id_271,15.744158084332156
id_272,23.69912027767822
id_273,14.687863490234866
id_274,10.290395094352139
id_275,11.044328528571734
id_276,4.3965289608322475
id_277,10.907558775250353
id_278,11.788234056388498
id_279,15.934081560646462
id_280,5.078538836259247
id_281,30.60529976092009
id_282,13.906977156436449
id_283,29.401977727546917
id_284,4.525208320970244
id_285,34.132279484054585
id_286,22.045832217864984
id_287,14.412729289191345
id_288,14.453004664463693
id_289,16.841898510457874
id_290,27.2090319602216
id_291,15.875523933159643
id_292,12.687773008183484
id_293,18.222767655944356
id_294,19.20831493800136
id_295,20.05271610848434
id_296,13.007842144666228
id_297,16.46122207142819
id_298,7.74918904729782
id_299,17.27304999186874
id_300,18.83074173879502
id_301,7.915255299691645
id_302,18.248798188959146
id_303,5.174898578324953
id_304,15.875860060184428
id_305,22.826040427314567
id_306,20.924333981264223
id_307,5.664722660713047
id_308,18.28556070443147
id_309,5.930489539579442
id_310,13.858868472286712
id_311,5.598541239949618
id_312,24.079268645636958
id_313,17.300172872861985
id_314,10.205295513409729
id_315,7.935137217904412
id_316,7.600258652384936
id_317,10.267838068360918
id_318,3.179802715526736
id_319,13.076103812597788
id_320,14.851149341179594
id_321,8.482470016659033
id_322,17.29367149388476
id_323,14.461276005458382
id_324,23.3284093827556
id_325,10.74175925049524
id_326,22.393988015661492
id_327,7.470445733421889
id_328,15.86232237498905
id_329,19.97224976479023
id_330,7.841893424982659
id_331,0.21460474787150982
id_332,18.522137505248118
id_333,2.092248166094185
id_334,5.819487078875158
id_335,10.844210940490164
id_336,16.056353852835173
id_337,10.975476057982673
id_338,26.29842195013958
id_339,19.384625617233986
id_340,8.149405072898604
id_341,8.194583166498733
id_342,17.761523563736276
id_343,19.46727421209832
id_344,7.220625959719167
id_345,8.199365413411458
id_346,16.223750525369514
id_347,24.210389891957426
id_348,11.651987613753228
id_349,15.329145891914827
id_350,25.72527247202638
id_351,5.254775138693971
id_352,30.7708729430135
id_353,4.744528251366136
id_354,23.16061748838073
id_355,18.36356035887376
id_356,32.87215193790717
id_357,7.566981418478996
id_358,12.036440413685483
id_359,13.86865052477522
id_360,4.341209402914325
id_361,5.291316191638839
id_362,9.183511559305103
id_363,23.874638185895034
id_364,14.557367379637077
id_365,22.765821965272615
id_366,6.3119724181183425
id_367,10.57128320265114
id_368,27.653307690430232
id_369,14.779046787049074
id_370,14.282717600381538
id_371,7.042816946874866
id_372,17.630347291277214
id_373,25.22808903865767
id_374,19.02907475348443
id_375,14.106498567398434
id_376,5.067105269839796
id_377,13.178655396800009
id_378,13.088588622274434
id_379,22.172554137586683
id_380,9.695583350041206
id_381,4.384412127978022
id_382,27.442111298093224
id_383,9.674601312981435
id_384,7.180397083970165
id_385,3.152231123276282
id_386,11.433201795531906
id_387,13.36472896736637
id_388,8.819227936485424
id_389,10.704330602907975
id_390,10.362509025961208
id_391,12.627369348423803
id_392,6.510425951027523
id_393,7.518161008827417
id_394,32.332579831313794
id_395,4.733012652743633
id_396,8.04374432643531
id_397,30.710961601240054
id_398,13.355512730551224
id_399,24.056616505473933
id_400,2.074878471333861
id_401,3.415034976868946
id_402,10.98532355498862
id_403,19.06198453644764
id_404,10.716062135963332
id_405,8.544173333065428
id_406,8.558003958940228
id_407,6.569368332336914
id_408,22.10546203521534
id_409,3.8937678499844885
id_410,7.260010834809614
id_411,9.26268798344111
id_412,17.013608461040484
id_413,3.2013256936084646
id_414,10.880614552211393
id_415,4.5209342087896145
id_416,2.995500021884653
id_417,15.248532123747779
id_418,6.756527355850511
id_419,33.90487498599312
id_420,29.426303013673927
id_421,4.723990059773433
id_422,1.6228373120372737
id_423,19.873070909673004
id_424,10.161658985211785
id_425,1.2308164998006024
id_426,5.559262722796778
id_427,17.276121165987405
id_428,19.502596698905304
id_429,12.869522425139042
id_430,32.72786565595481
id_431,20.143351828037822
id_432,5.7168158238484095
id_433,17.47794703270779
id_434,11.559814908604993
id_435,7.250727083379743
id_436,9.651516126326577
id_437,4.646975915292046
id_438,10.892650718730897
id_439,17.72414944075891
id_440,9.33116659586296
id_441,17.423076789379706
id_442,17.927408424470094
id_443,14.52915913116351
id_444,28.167137149789276
id_445,6.067209897789417
id_446,19.346789778397127
id_447,32.53028059444116
id_448,19.74382443646754
id_449,5.774947731356657
id_450,5.441417849788286
id_451,8.513622212434877
id_452,26.867820240382045
id_453,12.337990399236379
id_454,10.020714966917888
id_455,10.748444259066845
id_456,11.493739185047668
id_457,10.432699411464862
id_458,8.763598660583725
id_459,6.76363660152241
id_460,9.900249228690907
id_461,23.668288768540044
id_462,8.546743120678245
id_463,7.380631929651684
id_464,5.198102907602422
id_465,16.93232005455506
id_466,32.8705682965122
id_467,9.967611910736016
id_468,17.86252327077055
id_469,15.881231963270087
id_470,14.048778150551321
id_471,10.103188407139676
id_472,10.201181641789184
id_473,33.7706630903583
id_474,12.086842782622574
id_475,13.356895950174012
id_476,12.587898627122973
id_477,53.58008509543171
id_478,9.618836809855592
id_479,6.317286842368018
id_480,4.721783166773691
id_481,14.603855671179886
id_482,18.391567567477836
id_483,21.12590044707216
id_484,9.085203190771145
id_485,4.562903139661313
id_486,12.38464170155901
id_487,18.76100225041963
id_488,20.5649658244082
id_489,5.831583777486366
id_490,35.61708160380657
id_491,20.589568482293092
id_492,19.97816925209211
id_493,13.340397934452684
id_494,4.186657827820276
id_495,6.312244803779174
id_496,13.998326084883491
id_497,14.955949749951037
id_498,4.138537029154641
id_499,19.744190540130937
